Title,"HE student enrolments by CAH level 1 subject, sex, first year marker, level of study, mode of study and country of HE provider",,,,,,
Location,UK,,,,,,
Academic years,2019/20,,,,,,
Data source,HESA,,,,,,
Data collection,"051,054",,,,,,
Data source link,https://www.hesa.ac.uk/data-and-analysis/sb258/figure-13,,,,,,
Data file canonical link,https://www.hesa.ac.uk/data-and-analysis/sb258/figure-13.csv,,,,,,
Licence,Creative Commons Attribution 4.0 International Licence,,,,,,
Code page,Unicode UTF-8,,,,,,
Disclaimer,Please note that this data includes rounded totals.  Caution must be taken when importing into a pivot table so as not to double count.,,,,,,
2019/20 total,2532385,,,,,,
,,,,,,,
Last updated,Jan-21,,,,,,
,,,,,,,
CAH level 1,First year marker,Level of study,Mode of study,Country of HE provider,Sex,Academic Year,Number
21 Creative arts and design,All,First degree,All,All,Female,2019/20,97470
21 Creative arts and design,All,First degree,All,All,Male,2019/20,56380
21 Creative arts and design,All,First degree,All,All,Other,2019/20,700
21 Creative arts and design,All,First degree,All,All,Total,2019/20,154550
21 Creative arts and design,All,First degree,Full-time,All,Female,2019/20,94490
21 Creative arts and design,All,First degree,Full-time,All,Male,2019/20,54745
21 Creative arts and design,All,First degree,Full-time,All,Other,2019/20,445
21 Creative arts and design,All,First degree,Full-time,All,Total,2019/20,149680
21 Creative arts and design,All,First degree,Part-time,All,Female,2019/20,2975
21 Creative arts and design,All,First degree,Part-time,All,Male,2019/20,1640
21 Creative arts and design,All,First degree,Part-time,All,Other,2019/20,250
21 Creative arts and design,All,First degree,Part-time,All,Total,2019/20,4870
21 Creative arts and design,All,First degree,All,England,Female,2019/20,86645
21 Creative arts and design,All,First degree,All,England,Male,2019/20,50615
21 Creative arts and design,All,First degree,All,England,Other,2019/20,635
21 Creative arts and design,All,First degree,All,England,Total,2019/20,137895
21 Creative arts and design,All,First degree,Full-time,England,Female,2019/20,83950
21 Creative arts and design,All,First degree,Full-time,England,Male,2019/20,49170
21 Creative arts and design,All,First degree,Full-time,England,Other,2019/20,385
21 Creative arts and design,All,First degree,Full-time,England,Total,2019/20,133505
21 Creative arts and design,All,First degree,Part-time,England,Female,2019/20,2700
21 Creative arts and design,All,First degree,Part-time,England,Male,2019/20,1445
21 Creative arts and design,All,First degree,Part-time,England,Other,2019/20,250
21 Creative arts and design,All,First degree,Part-time,England,Total,2019/20,4395
21 Creative arts and design,All,First degree,All,Northern Ireland,Female,2019/20,1170
21 Creative arts and design,All,First degree,All,Northern Ireland,Male,2019/20,700
21 Creative arts and design,All,First degree,All,Northern Ireland,Other,2019/20,0
21 Creative arts and design,All,First degree,All,Northern Ireland,Total,2019/20,1875
21 Creative arts and design,All,First degree,Full-time,Northern Ireland,Female,2019/20,1135
21 Creative arts and design,All,First degree,Full-time,Northern Ireland,Male,2019/20,670
21 Creative arts and design,All,First degree,Full-time,Northern Ireland,Other,2019/20,0
21 Creative arts and design,All,First degree,Full-time,Northern Ireland,Total,2019/20,1810
21 Creative arts and design,All,First degree,Part-time,Northern Ireland,Female,2019/20,35
21 Creative arts and design,All,First degree,Part-time,Northern Ireland,Male,2019/20,30
21 Creative arts and design,All,First degree,Part-time,Northern Ireland,Other,2019/20,0
21 Creative arts and design,All,First degree,Part-time,Northern Ireland,Total,2019/20,65
21 Creative arts and design,All,First degree,All,Scotland,Female,2019/20,6160
21 Creative arts and design,All,First degree,All,Scotland,Male,2019/20,2900
21 Creative arts and design,All,First degree,All,Scotland,Other,2019/20,35
21 Creative arts and design,All,First degree,All,Scotland,Total,2019/20,9090
21 Creative arts and design,All,First degree,Full-time,Scotland,Female,2019/20,6015
21 Creative arts and design,All,First degree,Full-time,Scotland,Male,2019/20,2800
21 Creative arts and design,All,First degree,Full-time,Scotland,Other,2019/20,35
21 Creative arts and design,All,First degree,Full-time,Scotland,Total,2019/20,8850
21 Creative arts and design,All,First degree,Part-time,Scotland,Female,2019/20,145
21 Creative arts and design,All,First degree,Part-time,Scotland,Male,2019/20,100
21 Creative arts and design,All,First degree,Part-time,Scotland,Other,2019/20,0
21 Creative arts and design,All,First degree,Part-time,Scotland,Total,2019/20,240
21 Creative arts and design,All,First degree,All,Wales,Female,2019/20,3495
21 Creative arts and design,All,First degree,All,Wales,Male,2019/20,2165
21 Creative arts and design,All,First degree,All,Wales,Other,2019/20,30
21 Creative arts and design,All,First degree,All,Wales,Total,2019/20,5685
21 Creative arts and design,All,First degree,Full-time,Wales,Female,2019/20,3395
21 Creative arts and design,All,First degree,Full-time,Wales,Male,2019/20,2095
21 Creative arts and design,All,First degree,Full-time,Wales,Other,2019/20,30
21 Creative arts and design,All,First degree,Full-time,Wales,Total,2019/20,5520
21 Creative arts and design,All,First degree,Part-time,Wales,Female,2019/20,100
21 Creative arts and design,All,First degree,Part-time,Wales,Male,2019/20,65
21 Creative arts and design,All,First degree,Part-time,Wales,Other,2019/20,0
21 Creative arts and design,All,First degree,Part-time,Wales,Total,2019/20,170
21 Creative arts and design,First year,First degree,All,All,Female,2019/20,34850
21 Creative arts and design,First year,First degree,All,All,Male,2019/20,20425
21 Creative arts and design,First year,First degree,All,All,Other,2019/20,415
21 Creative arts and design,First year,First degree,All,All,Total,2019/20,55690
21 Creative arts and design,First year,First degree,Full-time,All,Female,2019/20,34060
21 Creative arts and design,First year,First degree,Full-time,All,Male,2019/20,20030
21 Creative arts and design,First year,First degree,Full-time,All,Other,2019/20,170
21 Creative arts and design,First year,First degree,Full-time,All,Total,2019/20,54260
21 Creative arts and design,First year,First degree,Part-time,All,Female,2019/20,790
21 Creative arts and design,First year,First degree,Part-time,All,Male,2019/20,395
21 Creative arts and design,First year,First degree,Part-time,All,Other,2019/20,245
21 Creative arts and design,First year,First degree,Part-time,All,Total,2019/20,1430
21 Creative arts and design,First year,First degree,All,England,Female,2019/20,31430
21 Creative arts and design,First year,First degree,All,England,Male,2019/20,18475
21 Creative arts and design,First year,First degree,All,England,Other,2019/20,395
21 Creative arts and design,First year,First degree,All,England,Total,2019/20,50300
21 Creative arts and design,First year,First degree,Full-time,England,Female,2019/20,30720
21 Creative arts and design,First year,First degree,Full-time,England,Male,2019/20,18150
21 Creative arts and design,First year,First degree,Full-time,England,Other,2019/20,150
21 Creative arts and design,First year,First degree,Full-time,England,Total,2019/20,49020
21 Creative arts and design,First year,First degree,Part-time,England,Female,2019/20,710
21 Creative arts and design,First year,First degree,Part-time,England,Male,2019/20,325
21 Creative arts and design,First year,First degree,Part-time,England,Other,2019/20,245
21 Creative arts and design,First year,First degree,Part-time,England,Total,2019/20,1280
21 Creative arts and design,First year,First degree,All,Northern Ireland,Female,2019/20,415
21 Creative arts and design,First year,First degree,All,Northern Ireland,Male,2019/20,275
21 Creative arts and design,First year,First degree,All,Northern Ireland,Other,2019/20,0
21 Creative arts and design,First year,First degree,All,Northern Ireland,Total,2019/20,690
21 Creative arts and design,First year,First degree,Full-time,Northern Ireland,Female,2019/20,395
21 Creative arts and design,First year,First degree,Full-time,Northern Ireland,Male,2019/20,265
21 Creative arts and design,First year,First degree,Full-time,Northern Ireland,Other,2019/20,0
21 Creative arts and design,First year,First degree,Full-time,Northern Ireland,Total,2019/20,660
21 Creative arts and design,First year,First degree,Part-time,Northern Ireland,Female,2019/20,20
21 Creative arts and design,First year,First degree,Part-time,Northern Ireland,Male,2019/20,10
21 Creative arts and design,First year,First degree,Part-time,Northern Ireland,Other,2019/20,0
21 Creative arts and design,First year,First degree,Part-time,Northern Ireland,Total,2019/20,30
21 Creative arts and design,First year,First degree,All,Scotland,Female,2019/20,1845
21 Creative arts and design,First year,First degree,All,Scotland,Male,2019/20,955
21 Creative arts and design,First year,First degree,All,Scotland,Other,2019/20,10
21 Creative arts and design,First year,First degree,All,Scotland,Total,2019/20,2805
21 Creative arts and design,First year,First degree,Full-time,Scotland,Female,2019/20,1805
21 Creative arts and design,First year,First degree,Full-time,Scotland,Male,2019/20,920
21 Creative arts and design,First year,First degree,Full-time,Scotland,Other,2019/20,10
21 Creative arts and design,First year,First degree,Full-time,Scotland,Total,2019/20,2740
21 Creative arts and design,First year,First degree,Part-time,Scotland,Female,2019/20,35
21 Creative arts and design,First year,First degree,Part-time,Scotland,Male,2019/20,30
21 Creative arts and design,First year,First degree,Part-time,Scotland,Other,2019/20,0
21 Creative arts and design,First year,First degree,Part-time,Scotland,Total,2019/20,70
21 Creative arts and design,First year,First degree,All,Wales,Female,2019/20,1160
21 Creative arts and design,First year,First degree,All,Wales,Male,2019/20,725
21 Creative arts and design,First year,First degree,All,Wales,Other,2019/20,10
21 Creative arts and design,First year,First degree,All,Wales,Total,2019/20,1895
21 Creative arts and design,First year,First degree,Full-time,Wales,Female,2019/20,1135
21 Creative arts and design,First year,First degree,Full-time,Wales,Male,2019/20,700
21 Creative arts and design,First year,First degree,Full-time,Wales,Other,2019/20,10
21 Creative arts and design,First year,First degree,Full-time,Wales,Total,2019/20,1845
21 Creative arts and design,First year,First degree,Part-time,Wales,Female,2019/20,25
21 Creative arts and design,First year,First degree,Part-time,Wales,Male,2019/20,25
21 Creative arts and design,First year,First degree,Part-time,Wales,Other,2019/20,0
21 Creative arts and design,First year,First degree,Part-time,Wales,Total,2019/20,50
21 Creative arts and design,Other years,First degree,All,All,Female,2019/20,62620
21 Creative arts and design,Other years,First degree,All,All,Male,2019/20,35955
21 Creative arts and design,Other years,First degree,All,All,Other,2019/20,285
21 Creative arts and design,Other years,First degree,All,All,Total,2019/20,98860
21 Creative arts and design,Other years,First degree,Full-time,All,Female,2019/20,60435
21 Creative arts and design,Other years,First degree,Full-time,All,Male,2019/20,34710
21 Creative arts and design,Other years,First degree,Full-time,All,Other,2019/20,275
21 Creative arts and design,Other years,First degree,Full-time,All,Total,2019/20,95420
21 Creative arts and design,Other years,First degree,Part-time,All,Female,2019/20,2190
21 Creative arts and design,Other years,First degree,Part-time,All,Male,2019/20,1245
21 Creative arts and design,Other years,First degree,Part-time,All,Other,2019/20,5
21 Creative arts and design,Other years,First degree,Part-time,All,Total,2019/20,3440
21 Creative arts and design,Other years,First degree,All,England,Female,2019/20,55215
21 Creative arts and design,Other years,First degree,All,England,Male,2019/20,32140
21 Creative arts and design,Other years,First degree,All,England,Other,2019/20,240
21 Creative arts and design,Other years,First degree,All,England,Total,2019/20,87595
21 Creative arts and design,Other years,First degree,Full-time,England,Female,2019/20,53230
21 Creative arts and design,Other years,First degree,Full-time,England,Male,2019/20,31025
21 Creative arts and design,Other years,First degree,Full-time,England,Other,2019/20,235
21 Creative arts and design,Other years,First degree,Full-time,England,Total,2019/20,84485
21 Creative arts and design,Other years,First degree,Part-time,England,Female,2019/20,1990
21 Creative arts and design,Other years,First degree,Part-time,England,Male,2019/20,1120
21 Creative arts and design,Other years,First degree,Part-time,England,Other,2019/20,5
21 Creative arts and design,Other years,First degree,Part-time,England,Total,2019/20,3110
21 Creative arts and design,Other years,First degree,All,Northern Ireland,Female,2019/20,755
21 Creative arts and design,Other years,First degree,All,Northern Ireland,Male,2019/20,425
21 Creative arts and design,Other years,First degree,All,Northern Ireland,Other,2019/20,0
21 Creative arts and design,Other years,First degree,All,Northern Ireland,Total,2019/20,1185
21 Creative arts and design,Other years,First degree,Full-time,Northern Ireland,Female,2019/20,740
21 Creative arts and design,Other years,First degree,Full-time,Northern Ireland,Male,2019/20,410
21 Creative arts and design,Other years,First degree,Full-time,Northern Ireland,Other,2019/20,0
21 Creative arts and design,Other years,First degree,Full-time,Northern Ireland,Total,2019/20,1150
21 Creative arts and design,Other years,First degree,Part-time,Northern Ireland,Female,2019/20,20
21 Creative arts and design,Other years,First degree,Part-time,Northern Ireland,Male,2019/20,20
21 Creative arts and design,Other years,First degree,Part-time,Northern Ireland,Other,2019/20,0
21 Creative arts and design,Other years,First degree,Part-time,Northern Ireland,Total,2019/20,35
21 Creative arts and design,Other years,First degree,All,Scotland,Female,2019/20,4315
21 Creative arts and design,Other years,First degree,All,Scotland,Male,2019/20,1945
21 Creative arts and design,Other years,First degree,All,Scotland,Other,2019/20,25
21 Creative arts and design,Other years,First degree,All,Scotland,Total,2019/20,6285
21 Creative arts and design,Other years,First degree,Full-time,Scotland,Female,2019/20,4210
21 Creative arts and design,Other years,First degree,Full-time,Scotland,Male,2019/20,1880
21 Creative arts and design,Other years,First degree,Full-time,Scotland,Other,2019/20,25
21 Creative arts and design,Other years,First degree,Full-time,Scotland,Total,2019/20,6110
21 Creative arts and design,Other years,First degree,Part-time,Scotland,Female,2019/20,110
21 Creative arts and design,Other years,First degree,Part-time,Scotland,Male,2019/20,65
21 Creative arts and design,Other years,First degree,Part-time,Scotland,Other,2019/20,0
21 Creative arts and design,Other years,First degree,Part-time,Scotland,Total,2019/20,175
21 Creative arts and design,Other years,First degree,All,Wales,Female,2019/20,2335
21 Creative arts and design,Other years,First degree,All,Wales,Male,2019/20,1440
21 Creative arts and design,Other years,First degree,All,Wales,Other,2019/20,20
21 Creative arts and design,Other years,First degree,All,Wales,Total,2019/20,3795
21 Creative arts and design,Other years,First degree,Full-time,Wales,Female,2019/20,2260
21 Creative arts and design,Other years,First degree,Full-time,Wales,Male,2019/20,1400
21 Creative arts and design,Other years,First degree,Full-time,Wales,Other,2019/20,20
21 Creative arts and design,Other years,First degree,Full-time,Wales,Total,2019/20,3675
21 Creative arts and design,Other years,First degree,Part-time,Wales,Female,2019/20,75
21 Creative arts and design,Other years,First degree,Part-time,Wales,Male,2019/20,40
21 Creative arts and design,Other years,First degree,Part-time,Wales,Other,2019/20,0
21 Creative arts and design,Other years,First degree,Part-time,Wales,Total,2019/20,115
21 Creative arts and design,All,Other undergraduate,All,All,Female,2019/20,3755
21 Creative arts and design,All,Other undergraduate,All,All,Male,2019/20,2055
21 Creative arts and design,All,Other undergraduate,All,All,Other,2019/20,70
21 Creative arts and design,All,Other undergraduate,All,All,Total,2019/20,5880
21 Creative arts and design,All,Other undergraduate,Full-time,All,Female,2019/20,2850
21 Creative arts and design,All,Other undergraduate,Full-time,All,Male,2019/20,1670
21 Creative arts and design,All,Other undergraduate,Full-time,All,Other,2019/20,15
21 Creative arts and design,All,Other undergraduate,Full-time,All,Total,2019/20,4535
21 Creative arts and design,All,Other undergraduate,Part-time,All,Female,2019/20,905
21 Creative arts and design,All,Other undergraduate,Part-time,All,Male,2019/20,385
21 Creative arts and design,All,Other undergraduate,Part-time,All,Other,2019/20,55
21 Creative arts and design,All,Other undergraduate,Part-time,All,Total,2019/20,1345
21 Creative arts and design,All,Other undergraduate,All,England,Female,2019/20,2675
21 Creative arts and design,All,Other undergraduate,All,England,Male,2019/20,1430
21 Creative arts and design,All,Other undergraduate,All,England,Other,2019/20,15
21 Creative arts and design,All,Other undergraduate,All,England,Total,2019/20,4120
21 Creative arts and design,All,Other undergraduate,Full-time,England,Female,2019/20,2255
21 Creative arts and design,All,Other undergraduate,Full-time,England,Male,2019/20,1290
21 Creative arts and design,All,Other undergraduate,Full-time,England,Other,2019/20,10
21 Creative arts and design,All,Other undergraduate,Full-time,England,Total,2019/20,3560
21 Creative arts and design,All,Other undergraduate,Part-time,England,Female,2019/20,420
21 Creative arts and design,All,Other undergraduate,Part-time,England,Male,2019/20,140
21 Creative arts and design,All,Other undergraduate,Part-time,England,Other,2019/20,5
21 Creative arts and design,All,Other undergraduate,Part-time,England,Total,2019/20,565
21 Creative arts and design,All,Other undergraduate,All,Northern Ireland,Female,2019/20,5
21 Creative arts and design,All,Other undergraduate,All,Northern Ireland,Male,2019/20,5
21 Creative arts and design,All,Other undergraduate,All,Northern Ireland,Other,2019/20,0
21 Creative arts and design,All,Other undergraduate,All,Northern Ireland,Total,2019/20,10
21 Creative arts and design,All,Other undergraduate,Full-time,Northern Ireland,Female,2019/20,5
21 Creative arts and design,All,Other undergraduate,Full-time,Northern Ireland,Male,2019/20,0
21 Creative arts and design,All,Other undergraduate,Full-time,Northern Ireland,Other,2019/20,0
21 Creative arts and design,All,Other undergraduate,Full-time,Northern Ireland,Total,2019/20,5
21 Creative arts and design,All,Other undergraduate,Part-time,Northern Ireland,Female,2019/20,0
21 Creative arts and design,All,Other undergraduate,Part-time,Northern Ireland,Male,2019/20,5
21 Creative arts and design,All,Other undergraduate,Part-time,Northern Ireland,Other,2019/20,0
21 Creative arts and design,All,Other undergraduate,Part-time,Northern Ireland,Total,2019/20,5
21 Creative arts and design,All,Other undergraduate,All,Scotland,Female,2019/20,585
21 Creative arts and design,All,Other undergraduate,All,Scotland,Male,2019/20,325
21 Creative arts and design,All,Other undergraduate,All,Scotland,Other,2019/20,55
21 Creative arts and design,All,Other undergraduate,All,Scotland,Total,2019/20,965
21 Creative arts and design,All,Other undergraduate,Full-time,Scotland,Female,2019/20,280
21 Creative arts and design,All,Other undergraduate,Full-time,Scotland,Male,2019/20,135
21 Creative arts and design,All,Other undergraduate,Full-time,Scotland,Other,2019/20,5
21 Creative arts and design,All,Other undergraduate,Full-time,Scotland,Total,2019/20,420
21 Creative arts and design,All,Other undergraduate,Part-time,Scotland,Female,2019/20,305
21 Creative arts and design,All,Other undergraduate,Part-time,Scotland,Male,2019/20,190
21 Creative arts and design,All,Other undergraduate,Part-time,Scotland,Other,2019/20,50
21 Creative arts and design,All,Other undergraduate,Part-time,Scotland,Total,2019/20,545
21 Creative arts and design,All,Other undergraduate,All,Wales,Female,2019/20,490
21 Creative arts and design,All,Other undergraduate,All,Wales,Male,2019/20,295
21 Creative arts and design,All,Other undergraduate,All,Wales,Other,2019/20,0
21 Creative arts and design,All,Other undergraduate,All,Wales,Total,2019/20,785
21 Creative arts and design,All,Other undergraduate,Full-time,Wales,Female,2019/20,305
21 Creative arts and design,All,Other undergraduate,Full-time,Wales,Male,2019/20,240
21 Creative arts and design,All,Other undergraduate,Full-time,Wales,Other,2019/20,0
21 Creative arts and design,All,Other undergraduate,Full-time,Wales,Total,2019/20,550
21 Creative arts and design,All,Other undergraduate,Part-time,Wales,Female,2019/20,185
21 Creative arts and design,All,Other undergraduate,Part-time,Wales,Male,2019/20,55
21 Creative arts and design,All,Other undergraduate,Part-time,Wales,Other,2019/20,0
21 Creative arts and design,All,Other undergraduate,Part-time,Wales,Total,2019/20,240
21 Creative arts and design,First year,Other undergraduate,All,All,Female,2019/20,2795
21 Creative arts and design,First year,Other undergraduate,All,All,Male,2019/20,1405
21 Creative arts and design,First year,Other undergraduate,All,All,Other,2019/20,65
21 Creative arts and design,First year,Other undergraduate,All,All,Total,2019/20,4270
21 Creative arts and design,First year,Other undergraduate,Full-time,All,Female,2019/20,2130
21 Creative arts and design,First year,Other undergraduate,Full-time,All,Male,2019/20,1115
21 Creative arts and design,First year,Other undergraduate,Full-time,All,Other,2019/20,15
21 Creative arts and design,First year,Other undergraduate,Full-time,All,Total,2019/20,3260
21 Creative arts and design,First year,Other undergraduate,Part-time,All,Female,2019/20,665
21 Creative arts and design,First year,Other undergraduate,Part-time,All,Male,2019/20,290
21 Creative arts and design,First year,Other undergraduate,Part-time,All,Other,2019/20,55
21 Creative arts and design,First year,Other undergraduate,Part-time,All,Total,2019/20,1010
21 Creative arts and design,First year,Other undergraduate,All,England,Female,2019/20,2000
21 Creative arts and design,First year,Other undergraduate,All,England,Male,2019/20,970
21 Creative arts and design,First year,Other undergraduate,All,England,Other,2019/20,10
21 Creative arts and design,First year,Other undergraduate,All,England,Total,2019/20,2980
21 Creative arts and design,First year,Other undergraduate,Full-time,England,Female,2019/20,1725
21 Creative arts and design,First year,Other undergraduate,Full-time,England,Male,2019/20,870
21 Creative arts and design,First year,Other undergraduate,Full-time,England,Other,2019/20,10
21 Creative arts and design,First year,Other undergraduate,Full-time,England,Total,2019/20,2605
21 Creative arts and design,First year,Other undergraduate,Part-time,England,Female,2019/20,275
21 Creative arts and design,First year,Other undergraduate,Part-time,England,Male,2019/20,100
21 Creative arts and design,First year,Other undergraduate,Part-time,England,Other,2019/20,5
21 Creative arts and design,First year,Other undergraduate,Part-time,England,Total,2019/20,380
21 Creative arts and design,First year,Other undergraduate,All,Northern Ireland,Female,2019/20,5
21 Creative arts and design,First year,Other undergraduate,All,Northern Ireland,Male,2019/20,5
21 Creative arts and design,First year,Other undergraduate,All,Northern Ireland,Other,2019/20,0
21 Creative arts and design,First year,Other undergraduate,All,Northern Ireland,Total,2019/20,10
21 Creative arts and design,First year,Other undergraduate,Full-time,Northern Ireland,Female,2019/20,5
21 Creative arts and design,First year,Other undergraduate,Full-time,Northern Ireland,Male,2019/20,0
21 Creative arts and design,First year,Other undergraduate,Full-time,Northern Ireland,Other,2019/20,0
21 Creative arts and design,First year,Other undergraduate,Full-time,Northern Ireland,Total,2019/20,5
21 Creative arts and design,First year,Other undergraduate,Part-time,Northern Ireland,Female,2019/20,0
21 Creative arts and design,First year,Other undergraduate,Part-time,Northern Ireland,Male,2019/20,5
21 Creative arts and design,First year,Other undergraduate,Part-time,Northern Ireland,Other,2019/20,0
21 Creative arts and design,First year,Other undergraduate,Part-time,Northern Ireland,Total,2019/20,5
21 Creative arts and design,First year,Other undergraduate,All,Scotland,Female,2019/20,490
21 Creative arts and design,First year,Other undergraduate,All,Scotland,Male,2019/20,275
21 Creative arts and design,First year,Other undergraduate,All,Scotland,Other,2019/20,55
21 Creative arts and design,First year,Other undergraduate,All,Scotland,Total,2019/20,820
21 Creative arts and design,First year,Other undergraduate,Full-time,Scotland,Female,2019/20,225
21 Creative arts and design,First year,Other undergraduate,Full-time,Scotland,Male,2019/20,110
21 Creative arts and design,First year,Other undergraduate,Full-time,Scotland,Other,2019/20,5
21 Creative arts and design,First year,Other undergraduate,Full-time,Scotland,Total,2019/20,335
21 Creative arts and design,First year,Other undergraduate,Part-time,Scotland,Female,2019/20,270
21 Creative arts and design,First year,Other undergraduate,Part-time,Scotland,Male,2019/20,165
21 Creative arts and design,First year,Other undergraduate,Part-time,Scotland,Other,2019/20,50
21 Creative arts and design,First year,Other undergraduate,Part-time,Scotland,Total,2019/20,485
21 Creative arts and design,First year,Other undergraduate,All,Wales,Female,2019/20,300
21 Creative arts and design,First year,Other undergraduate,All,Wales,Male,2019/20,155
21 Creative arts and design,First year,Other undergraduate,All,Wales,Other,2019/20,0
21 Creative arts and design,First year,Other undergraduate,All,Wales,Total,2019/20,455
21 Creative arts and design,First year,Other undergraduate,Full-time,Wales,Female,2019/20,180
21 Creative arts and design,First year,Other undergraduate,Full-time,Wales,Male,2019/20,135
21 Creative arts and design,First year,Other undergraduate,Full-time,Wales,Other,2019/20,0
21 Creative arts and design,First year,Other undergraduate,Full-time,Wales,Total,2019/20,315
21 Creative arts and design,First year,Other undergraduate,Part-time,Wales,Female,2019/20,120
21 Creative arts and design,First year,Other undergraduate,Part-time,Wales,Male,2019/20,20
21 Creative arts and design,First year,Other undergraduate,Part-time,Wales,Other,2019/20,0
21 Creative arts and design,First year,Other undergraduate,Part-time,Wales,Total,2019/20,145
21 Creative arts and design,Other years,Other undergraduate,All,All,Female,2019/20,960
21 Creative arts and design,Other years,Other undergraduate,All,All,Male,2019/20,650
21 Creative arts and design,Other years,Other undergraduate,All,All,Other,2019/20,5
21 Creative arts and design,Other years,Other undergraduate,All,All,Total,2019/20,1610
21 Creative arts and design,Other years,Other undergraduate,Full-time,All,Female,2019/20,720
21 Creative arts and design,Other years,Other undergraduate,Full-time,All,Male,2019/20,555
21 Creative arts and design,Other years,Other undergraduate,Full-time,All,Other,2019/20,5
21 Creative arts and design,Other years,Other undergraduate,Full-time,All,Total,2019/20,1275
21 Creative arts and design,Other years,Other undergraduate,Part-time,All,Female,2019/20,240
21 Creative arts and design,Other years,Other undergraduate,Part-time,All,Male,2019/20,95
21 Creative arts and design,Other years,Other undergraduate,Part-time,All,Other,2019/20,0
21 Creative arts and design,Other years,Other undergraduate,Part-time,All,Total,2019/20,335
21 Creative arts and design,Other years,Other undergraduate,All,England,Female,2019/20,675
21 Creative arts and design,Other years,Other undergraduate,All,England,Male,2019/20,460
21 Creative arts and design,Other years,Other undergraduate,All,England,Other,2019/20,5
21 Creative arts and design,Other years,Other undergraduate,All,England,Total,2019/20,1140
21 Creative arts and design,Other years,Other undergraduate,Full-time,England,Female,2019/20,530
21 Creative arts and design,Other years,Other undergraduate,Full-time,England,Male,2019/20,420
21 Creative arts and design,Other years,Other undergraduate,Full-time,England,Other,2019/20,5
21 Creative arts and design,Other years,Other undergraduate,Full-time,England,Total,2019/20,955
21 Creative arts and design,Other years,Other undergraduate,Part-time,England,Female,2019/20,145
21 Creative arts and design,Other years,Other undergraduate,Part-time,England,Male,2019/20,40
21 Creative arts and design,Other years,Other undergraduate,Part-time,England,Other,2019/20,0
21 Creative arts and design,Other years,Other undergraduate,Part-time,England,Total,2019/20,185
21 Creative arts and design,Other years,Other undergraduate,All,Northern Ireland,Female,2019/20,0
21 Creative arts and design,Other years,Other undergraduate,All,Northern Ireland,Male,2019/20,0
21 Creative arts and design,Other years,Other undergraduate,All,Northern Ireland,Other,2019/20,0
21 Creative arts and design,Other years,Other undergraduate,All,Northern Ireland,Total,2019/20,0
21 Creative arts and design,Other years,Other undergraduate,Part-time,Northern Ireland,Female,2019/20,0
21 Creative arts and design,Other years,Other undergraduate,Part-time,Northern Ireland,Male,2019/20,0
21 Creative arts and design,Other years,Other undergraduate,Part-time,Northern Ireland,Other,2019/20,0
21 Creative arts and design,Other years,Other undergraduate,Part-time,Northern Ireland,Total,2019/20,0
21 Creative arts and design,Other years,Other undergraduate,All,Scotland,Female,2019/20,95
21 Creative arts and design,Other years,Other undergraduate,All,Scotland,Male,2019/20,50
21 Creative arts and design,Other years,Other undergraduate,All,Scotland,Other,2019/20,0
21 Creative arts and design,Other years,Other undergraduate,All,Scotland,Total,2019/20,145
21 Creative arts and design,Other years,Other undergraduate,Full-time,Scotland,Female,2019/20,60
21 Creative arts and design,Other years,Other undergraduate,Full-time,Scotland,Male,2019/20,25
21 Creative arts and design,Other years,Other undergraduate,Full-time,Scotland,Other,2019/20,0
21 Creative arts and design,Other years,Other undergraduate,Full-time,Scotland,Total,2019/20,85
21 Creative arts and design,Other years,Other undergraduate,Part-time,Scotland,Female,2019/20,35
21 Creative arts and design,Other years,Other undergraduate,Part-time,Scotland,Male,2019/20,20
21 Creative arts and design,Other years,Other undergraduate,Part-time,Scotland,Other,2019/20,0
21 Creative arts and design,Other years,Other undergraduate,Part-time,Scotland,Total,2019/20,55
21 Creative arts and design,Other years,Other undergraduate,All,Wales,Female,2019/20,190
21 Creative arts and design,Other years,Other undergraduate,All,Wales,Male,2019/20,135
21 Creative arts and design,Other years,Other undergraduate,All,Wales,Other,2019/20,0
21 Creative arts and design,Other years,Other undergraduate,All,Wales,Total,2019/20,330
21 Creative arts and design,Other years,Other undergraduate,Full-time,Wales,Female,2019/20,125
21 Creative arts and design,Other years,Other undergraduate,Full-time,Wales,Male,2019/20,105
21 Creative arts and design,Other years,Other undergraduate,Full-time,Wales,Other,2019/20,0
21 Creative arts and design,Other years,Other undergraduate,Full-time,Wales,Total,2019/20,235
21 Creative arts and design,Other years,Other undergraduate,Part-time,Wales,Female,2019/20,65
21 Creative arts and design,Other years,Other undergraduate,Part-time,Wales,Male,2019/20,30
21 Creative arts and design,Other years,Other undergraduate,Part-time,Wales,Other,2019/20,0
21 Creative arts and design,Other years,Other undergraduate,Part-time,Wales,Total,2019/20,95
21 Creative arts and design,All,All undergraduate,All,All,Female,2019/20,101225
21 Creative arts and design,All,All undergraduate,All,All,Male,2019/20,58435
21 Creative arts and design,All,All undergraduate,All,All,Other,2019/20,770
21 Creative arts and design,All,All undergraduate,All,All,Total,2019/20,160430
21 Creative arts and design,All,All undergraduate,Full-time,All,Female,2019/20,97340
21 Creative arts and design,All,All undergraduate,Full-time,All,Male,2019/20,56410
21 Creative arts and design,All,All undergraduate,Full-time,All,Other,2019/20,460
